ID	Content
82	Saat bepergian keliling dunia, [NAME] secara tidak sengaja menyinggung musuh yang kuat dan dikejar ribuan mil sebelum akhirnya kabur.
83	Saat berkeliling di [PLACE2], [NAME] tiba-tiba mendapatkan pemahaman mendalam tentang hal yang mendalam. Setelah beberapa meditasi ekstensif, [NAME] berhasil meningkatkan kultivasi dan mencapai Terobosan.
84	Saat berkeliling di [PLACE2], [NAME] menemukan [LINGPLANT2] yang kebetulan sedang berbuah. Menyadari ini sebagai kesempatan langka, [NAME] segera duduk bersila untuk memulai sesi meditasi, dan akhirnya menciptakan Hukum Rahasia baru.
85	Saat berkeliling di [PLACE2], kebetulan ada inkubasi Artefak Warisan kuno yang baru ditemukan. Setelah beberapa kali bertengkar hebat dengan yang lain, [NAME] berhasil merebutnya dengan paksa.
86	Saat berkeliling di [PLACE2], kebetulan ada Hukum Rahasia yang muncul entah dari mana. Setelah beberapa kali bertengkar hebat dengan yang lain, [NAME] berhasil merebutnya dengan paksa.
87	Saat berkeliling di [PLACE2], [NAME] tiba-tiba merasakan sesuatu dalam pikirannya, dan mendapatkan pemahaman yang luar biasa. [NAME] memanfaatkan kesempatan ini dan berhasil menciptakan teknik budidaya baru.
88	Saat berkeliling di [PLACE2], [NAME] menemukan sisa-sisa Gua Mansion yang abadi. Setelah melakukan beberapa penjelajahan di dalam, [NAME] berhasil mendapatkan Artefak suci. Sungguh suatu kekayaan yang luar biasa.
89	Saat berkeliling di [PLACE2], [NAME] tiba-tiba merasakan kebutuhan yang kuat akan ketenangan, maka memutuskan untuk tinggal di sini dalam pengasingan selama beberapa tahun.
90	Saat berkeliling di [PLACE2], kebetulan ada inkubasi Artefak Warisan kuno yang baru ditemukan. Setelah beberapa pertarungan sengit dengan orang lain, [NAME] tidak hanya gagal mendapatkan hadiah, namun juga menjadi musuh yang kuat.
91	Saat berkeliling di [PLACE2], kebetulan ada Hukum Rahasia yang muncul entah dari mana. Setelah beberapa pertarungan sengit dengan orang lain, [NAME] tidak hanya gagal mendapatkan hadiah, namun juga menjadi musuh yang kuat.
92	Saat berkeliling di [PLACE2], [NAME] bertemu dengan musuh pribadi yang sedang melakukan urusan di luar. Tanpa mengucapkan sepatah kata pun, [NAME] mulai melawan musuh dalam duel sihir. Pertempuran itu berlangsung beberapa hari, hingga keduanya tertinggal dalam kebencian.
93	Saat berkeliling di [CITY2], [NAME] ingin menuai pengembangan orang lain melalui teknik Kepemilikan Jiwa. Sayangnya, salah satu target yang dirasuki kebetulan adalah keturunan seorang kultivator hebat. Setelah menabrak tembok bata, [NAME] akhirnya dikejar sejauh ribuan mil dan hampir terbunuh.
94	Terluka parah dalam pertarungan sihir, [NAME] berada di ambang kematian. Dalam keputusasaan, [NAME] menyita tubuh manusia dengan teknik Possessing, kehilangan banyak budidaya aslinya.
95	Saat bepergian keliling dunia, [NAME] menemukan sebuah desa yang mengalami kekeringan parah. Tiba-tiba merasa Simpati, [NAME] berdoa dan menurunkan hujan selama beberapa hari dengan mengorbankan umur. Tindakan kesatriaan seperti itu telah membuat [NAME] terkenal dalam jarak seratus mil.
96	Saat berkeliling dunia, [NAME] menemukan sebuah desa yang dirusak oleh makhluk iblis. Meskipun awalnya menutup mata, iblis itu mendatangi orang yang lewat untuk mencari masalah. [NAME] tidak punya pilihan selain menjalankannya. Tindakan kesatriaan seperti itu telah membuat [NAME] terkenal dalam jarak seratus mil.
97	Saat bepergian keliling dunia, [NAME] menemukan sebuah desa yang penuh kemalangan, menderita bencana demi bencana. Setelah beberapa pengamatan, [NAME] menyadari bahwa lokasi ini memiliki peringkat Fengshui Dire, yang sangat buruk. Merasa Bersimpati terhadap warga desa, [NAME] membantu mereka dengan meningkatkan Fengshui tanah ini.
98	Saat bepergian keliling dunia, [NAME] menemukan lokasi bagus dengan Qi yang ramai. Merasa diberkati oleh keberuntungan, [NAME] memutuskan untuk memulai pelatihan mandiri secara tertutup di tempat ini selama lebih dari sepuluh tahun, dan membuat kemajuan besar dalam kultivasi.
99	Setelah dikeluarkan dari sekte, meskipun merasa sangat menyesal, [NAME] menyadari bahwa seseorang tidak dapat memaksakan hal tersebut agar berhasil. Setelah emosi terkendali, [NAME] menghabiskan beberapa bulan untuk kembali ke rumah.
100	Setelah menghabiskan seluruh umur yang tersedia, [NAME] secara alami meninggal karena usia tua.
101	Secara tidak sengaja tertular penyakit mematikan yang tidak dapat disembuhkan oleh obat-obatan biasa dan metode penyembuhan di dunia fana, [NAME] meninggal dunia setelah bertahan selama beberapa bulan.
102	Dengan kemalangan yang serius, daerah dimana [NAME] berada kebetulan dipilih oleh seorang penggarap jahat sebagai tempat untuk melakukan pemurnian jiwa. Seluruh desa dituai jiwanya dan mati dalam satu malam.
103	Binatang iblis [MONSTER3] menyerbu area tempat tinggal [NAME], yang berkumpul dan memimpin sekelompok orang dengan harapan bisa mengusirnya. Sayangnya, setelah menerima pukulan telak, [NAME] tewas di tempat.
104	[NAME] melihat cahaya bersinar di kejauhan. Sebagai orang yang memiliki pengetahuan sebelumnya tentang sekte abadi, [NAME] mengenali cahaya yang berasal dari teknik penggunaan pedang abadi, maka bergegas ke sana dengan harapan dapat bergabung dengan mereka. Tak disangka, ternyata ada dua musuh bebuyutan yang berduel hingga tewas. Sebagai manusia biasa, [NAME] mati karena gelombang kejut dari mantra mereka yang tidak disengaja. Sungguh tragis sekali.
105	Daerah tempat tinggal [NAME] dianggap sebagai kampung halaman pemberontak oleh Pengadilan Kekaisaran. [NAME] dieksekusi karena dinyatakan bersalah oleh asosiasi.
106	Daerah tempat tinggal [NAME] dijarah oleh sekelompok pemberontak yang melarikan diri, bahkan tidak ada satupun ayam dan anjing yang selamat. Sungguh tragis sekali.
107	Tidak bisa melepaskan kesempatan yang sebelumnya terlewatkan untuk bergabung dengan yang abadi, [NAME] sedih sepanjang hari dan akhirnya meninggal karena depresi berat.
108	Saat sedang melakukan suatu urusan di luar, [NAME] ditabrak oleh babi hutan yang mengamuk. Orang malang itu meninggal setelah setengah tahun hidup dalam penyakit dan kesakitan.
109	Daerah tempat tinggal [NAME] dilanda banjir. Tidak ada seorang pun di desa itu yang selamat.
110	Daerah tempat tinggal [NAME] dilanda badai petir. Saat duduk di rumah, [NAME] tersambar petir dan meninggal di tempat.
111	Setelah menghabiskan berhari-hari di sekte abadi, [NAME] adalah orang yang sangat berpengetahuan tentang kata-kata yang fasih, kualitas seperti itu tidak ada bandingannya dibandingkan dengan manusia biasa. Diberkati oleh keberuntungan, [NAME] akhirnya menikah dengan keluarga kerajaan yang jauh.
112	[NAME] menikah dengan orang biasa-biasa saja. Namun, sebagai seseorang yang telah menghabiskan waktu berhari-hari di gunung keabadian, banyak sekali keluarga yang datang dan mencari perjodohan. Keputusan ini membuat banyak orang terdiam.
113	[NAME] menyembunyikan segala sesuatu tentang diri sebelumnya, dan menikah dengan seseorang yang memiliki status sosial serupa. Mereka menjalani kehidupan biasa, aman dan bahagia.
114	Setelah bertahun-tahun hidup di dunia fana, [NAME] masih belum bisa melupakan individu dari gunung abadi tersebut, sehingga memutuskan untuk tetap membujang seumur hidup.
115	Karena pengalaman sebelumnya di gunung abadi, [NAME] kini memiliki pengetahuan yang luas dan dikenal sebagai orang paling berpengetahuan di daerah setempat. Banyak orang datang berkunjung atau meminta nasihat.
116	Karena pengalaman sebelumnya di gunung abadi, [NAME] kini memiliki kemampuan bertarung yang luar biasa dan menjadi individu paling kuat di sekitar area setempat. Banyak orang datang untuk mencari ajaran.
117	Karena pengalaman sebelumnya di gunung abadi, [NAME] kini memiliki reputasi terkenal dan menjadi pemimpin di wilayah setempat, hidup dengan nyaman.
118	Karena pengalaman sebelumnya di gunung abadi, [NAME] kini memiliki kecerdasan tak tertandingi dan menjadi ahli dalam perhitungan aritmatika. Orang-orang datang untuk meminta nasihat setiap saat.
119	Area dimana [NAME] tinggal diserang oleh binatang iblis [MONSTER3]. Berkat pengalaman sebelumnya di gunung abadi, [NAME] mengetahui kelemahan binatang iblis itu dan mengumpulkan orang-orang untuk mengalahkannya.
120	Daerah tempat tinggal [NAME] dilanda banjir besar. Diberkati oleh keberuntungan, [NAME] kebetulan terbangun di tengah malam dan membawa yang lain ke gunung terdekat untuk berlindung, menyelamatkan mereka semua.
121	Daerah tempat tinggal [NAME] dilanda wabah. Berkat tindakan pencegahan yang diambil oleh [NAME] yang membujuk orang-orang untuk mengurung diri dan mengunci tempat tersebut, meskipun tindakan ini merupakan tindakan yang keras, wabah tersebut akhirnya dapat dikendalikan dan tidak menyebar lebih jauh.
122	Area tempat tinggal [NAME] dilanda Malam Kutub. Berkat tindakan pencegahan yang dilakukan oleh [NAME] yang telah menghabiskan waktu berhari-hari di gunung abadi, orang-orang dapat selamat dari bencana tersebut dengan baik.
123	Setelah akhirnya menabung cukup banyak uang, [NAME] membeli properti di [CITY3].
124	Karena secara tidak sengaja menyelamatkan nyawa seorang bangsawan, [NAME] diberikan sebuah properti yang berlokasi di [CITY3] sebagai tanda terima kasih.
125	Karena pengalaman sebelumnya di gunung abadi, [NAME] mendapat dukungan dari keluarga kerajaan. Untuk menarik [NAME] ke pihak mereka, mereka menyediakan satu set properti mewah di [CITY3] sebagai hadiah. Jutawan instan dalam semalam.
126	Saat melakukan suatu bisnis di [CITY3], [NAME] secara tidak sengaja menyelamatkan seorang lelaki tua yang tiba-tiba mengalami gangguan kesehatan karena penyakit. Ternyata dia adalah salah satu orang terkaya di [CITY3]. Sebagai tanda terima kasih, orang kaya itu menghadiahkan [NAME] satu set properti mewah.
127	Saat melakukan bisnis di [CITY3], [NAME] secara tidak sengaja menyinggung tiran lokal, dan akhirnya dipukuli hingga kakinya patah.
128	Secara tidak sengaja tertular penyakit ganas, [NAME] jatuh sakit selama lebih dari setengah tahun hingga akhirnya sembuh, kehilangan banyak Qi Purba dalam prosesnya.
129	Saat melakukan suatu bisnis di [CITY3], [NAME] secara tidak sengaja membantu seorang anak pengemis. Ternyata, anak itu sebenarnya adalah inkarnasi abadi yang berubah bentuk. Menganggap perbuatan baik seperti itu layak mendapat imbalan, makhluk abadi menghadiahkan [NAME] sepuluh tahun umur sebelum pergi.
130	Binatang iblis [MONSTER3] menyerbu area tempat tinggal [NAME], yang berkumpul dan memimpin sekelompok orang dengan harapan bisa mengusirnya. Sayangnya, setelah menerima pukulan telak, [NAME] terluka parah.
131	Diberkati oleh keberuntungan, [NAME] mengambil peti emas batangan di pinggir jalan.
132	Daerah dimana [NAME] berada dijarah oleh sekelompok bandit pengembara. Meski nyaris lolos, [NAME] masih kehilangan satu tangan dalam pertempuran tersebut.
133	Daerah tempat tinggal [NAME] dijarah oleh sekelompok pemberontak yang melarikan diri. Meskipun ditusuk di dada, pedang tersebut secara ajaib tidak mengenai seluruh organ vital, sehingga [NAME] lolos dari kematian.
134	Tampaknya diberkati oleh keberuntungan, [NAME] memenangkan sejumlah besar uang di kasino [CITY3]. Ternyata, keberuntungan dan kemalangan saling melengkapi. Karena menarik perhatian, [NAME] dipukuli dan semua uangnya dirampok.
135	[NAME] berharap sukses dalam karier politik, namun sayangnya gagal dalam ujian kekaisaran.
136	Setelah mengalami banyak hal di dunia fana, [NAME] tiba-tiba mendapat kesadaran besar bahwa seluruh kehidupan manusia adalah penderitaan. Sayangnya, [NAME] telah melewatkan kesempatan abadi ini, dan tidak bisa berbuat apa-apa selain menghela nafas dalam penyesalan.
137	Saat melakukan suatu urusan di luar, [NAME] bertemu dengan seorang pria berkuasa yang sedang memamerkan kekuatannya dan memukuli warga sipil dengan cambuk. Marah saat melihatnya, [NAME] menghajar pria berkuasa itu di jalan. Alhasil, [NAME] menjadi buronan dan kabur cukup lama sebelum akhirnya berhasil disingkirkan semua pengejarnya.
138	Setelah menarik perhatian karena pengalaman di gunung abadi, [NAME] disergap oleh penjahat di jalan pada suatu kesempatan. Berkat berkah rejeki, [NAME] nyaris lolos.
139	Setelah menarik perhatian karena pengalaman di gunung abadi, seseorang menyebarkan rumor jahat tentang [NAME]. Tidak dapat berbuat apa-apa, [NAME] tidak punya pilihan selain menjauh dari sini.
140	[NAME] bertindak lebih unggul dari yang lain karena pengalaman di gunung abadi, dan akhirnya bersiap-siap. Meskipun nyaris lolos dari kematian, [NAME] kehilangan mata kirinya secara permanen.
141	Karena pengalaman sebelumnya di gunung abadi, [NAME] menjadi incaran seorang ahli bela diri yang ingin mengetahui keberadaan makhluk abadi, ditangkap dan diinterogasi. Untungnya [NAME] adalah orang yang berprinsip dan tahu bahwa informasi seperti itu tidak boleh diungkapkan, dan tidak akan memberi tahu apa pun yang terjadi. Meski tidak puas, sang ahli bela diri tidak berani melangkah terlalu jauh dan akhirnya melepaskan [NAME].
142	[NAME] bertindak lebih unggul dari yang lain karena pengalaman di gunung abadi, dan akhirnya menyinggung makhluk abadi sejati yang telah berbaur di antara kerumunan. Yang abadi pergi setelah memberikan sedikit hukuman. Setelah menyadari kehilangan kesempatan abadi sekali lagi, [NAME] sangat menyesal.
143	Suatu saat saat pergi ke luar, [NAME] bertemu dengan seorang lelaki tua yang bertingkah laku dengan temperamen yang dalam. Sikap seperti itu mengingatkan salah satu makhluk abadi dari gunung abadi, oleh karena itu [NAME] menganggap lelaki tua itu benar-benar abadi dan mulai menjilatnya. Namun, ternyata lelaki tua itu juga adalah orang yang diusir dari gunung abadi, dan dia memanfaatkan ini untuk menipu orang. [NAME] akhirnya kehilangan semua kekayaan dan menjadi sengsara dalam hidup.
144	Saat sedang melakukan urusan di luar pada suatu kesempatan, [NAME] bertemu dengan seorang lelaki tua yang bertingkah laku dengan temperamen yang dalam. Menganggapnya abadi, [NAME] memohon pada lelaki tua itu untuk mencari keberuntungan. Namun, ternyata lelaki tua itu ternyata adalah seorang penggarap jahat yang diusir. Dia berhasil menipu [NAME] dan merenggut umur dua puluh tahun. [NAME] yang malang menjadi orang yang berumur pendek tanpa menyadarinya.
145	Suatu saat saat pergi ke luar, [NAME] bertemu dengan seorang anak yang berperilaku aneh. Setelah mendengar desas-desus tentang gunung abadi, [NAME] mengira itu adalah inkarnasi dari permainan abadi dengan manusia fana, maka mulai menjilat anak itu. Ternyata, itu hanyalah seorang anak yang memiliki masalah mental, dan itu menjadi lelucon besar.
146	Saat pergi keluar pada suatu kesempatan, [NAME] pernah bertemu dengan seorang wanita dengan temperamen yang tidak biasa. Setelah mendengar desas-desus tentang gunung abadi, [NAME] mengira itu adalah wanita abadi yang sedang bermain-main dengan manusia fana, maka mulai menjilat wanita itu. Ternyata, dia adalah seorang putri kerajaan yang menyelinap keluar istana untuk bersenang-senang. [NAME] langsung ditangkap oleh penjaga yang diam-diam melindunginya dan akhirnya diinterogasi.
147	Saat sedang melakukan urusan di luar pada suatu kesempatan, [NAME] bertemu dengan seorang lelaki tua yang sangat sopan meminta bantuan. Menganggapnya penipu, [NAME] mengusir lelaki tua itu dengan kesal dan memukulinya. Ternyata, pria itu benar-benar abadi dan bermain-main dengan manusia fana. Meski dipukuli, makhluk abadi hanya tersenyum, dan pergi mengendarai awan ajaib. Kehilangan kesempatan abadi sekali lagi, [NAME] sangat menyesal.
148	Setelah kematian, segumpal jiwa [NAME] tanpa sadar jatuh ke Dunia Bawah, menunggu reinkarnasi berikutnya.
149	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi keluarga kaya. Dengan bakat yang berbakat, [NAME] diangkat sebagai murid oleh [SCHOOL4] sejak usia sangat muda, sekali lagi menjalankan Hukum keabadian dan membebaskan diri dari siklus reinkarnasi. Kisah seperti apa yang akan [NAME] ceritakan dalam hidup ini? Kita akan lihat.
150	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi satu-satunya putra dari pasangan kultivator yang mempraktikkan cara Inkubasi Asal. Meskipun tidak cukup berbakat, karena perawatan ekstensif orang tua dengan segala jenis obat-obatan roh, [NAME] berhasil melepaskan diri dari siklus reinkarnasi dan melanjutkan Hukum keabadian lagi. Kisah seperti apa yang akan [NAME] ceritakan dalam hidup ini? Kita akan lihat.
151	Dalam reinkarnasi baru ini, [NAME] dibawa pergi oleh seorang penggarap jahat sejak usia muda untuk dibesarkan sebagai kuali seksual. Setelah penggarap jahat diadili, [NAME] diterima menjadi [SCHOOLG4] sebagai murid batin karena memiliki bakat yang cukup baik, sehingga berhasil melepaskan diri dari siklus reinkarnasi dan melanjutkan Hukum keabadian lagi. Kisah seperti apa yang akan [NAME] ceritakan dalam hidup ini? Kita akan lihat.
152	Dalam reinkarnasi baru ini, desa tempat tinggal [NAME] dipilih oleh sekte jahat untuk digunakan sebagai pengorbanan darah. Untungnya, karena memiliki bakat yang cukup bagus, [NAME] dipilih oleh [SCHOOLB4] dan diterima di barisan mereka, sehingga berhasil melepaskan diri dari siklus reinkarnasi dan melanjutkan Hukum keabadian lagi. Kisah seperti apa yang akan [NAME] ceritakan dalam hidup ini? Kita akan lihat.
153	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi penduduk desa biasa yang sayangnya terlibat dalam pertarungan besar antara kebaikan dan kejahatan. Terpojok, kultivator jahat itu memutuskan untuk mengeluarkan sihir terlarang. [NAME] menjadi bahan bakar seni gelap dan tubuh dan jiwa dilenyapkan sepenuhnya, bahkan tidak dapat memasuki siklus reinkarnasi lagi dan menghilang selamanya.
154	Dengan pengaturan keberuntungan, [NAME] dipilih oleh Dunia Bawah untuk menjadi Utusan Hantu. Jadi, [NAME] terbebas dari siklus reinkarnasi.
155	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi babi hutan dan secara tidak sengaja menelan Polygonum berusia lima ribu tahun, yang menyebabkannya menjadi cerdas. Ia menjadi binatang iblis yang dibudidayakan dan terbebas dari siklus reinkarnasi. Kisah seperti apa yang akan [NAME] ceritakan dalam hidup ini? Kita akan lihat.
156	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi seekor kelinci dan secara tidak sengaja memasuki formasi konsentrasi roh yang dibangun oleh seorang kultivator, yang menyebabkannya menjadi cerdas. Ia menjadi binatang iblis yang dibudidayakan dan terbebas dari siklus reinkarnasi. Kisah seperti apa yang akan [NAME] ceritakan dalam hidup ini? Kita akan lihat.
157	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi seekor bangau. Karena memiliki tubuh yang gemuk, ia dicerahkan oleh makhluk abadi untuk menjadi tunggangannya, yang juga menyebabkannya menjadi cerdas. Ia menjadi binatang iblis yang dibudidayakan dan terbebas dari siklus reinkarnasi. Kisah seperti apa yang akan [NAME] ceritakan dalam hidup ini? Kita akan lihat.
158	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi penduduk desa biasa. Suatu hari ketika pergi ke pegunungan untuk mencari tanaman herbal, [NAME] bertemu dengan seorang kultivator jahat yang berada di ambang kematian. Kultivator jahat mencoba untuk memiliki tubuh [NAME] tetapi gagal dan mati pada saat terakhir, memberikan orang yang beruntung itu seluruh tubuh kultivasi secara gratis. Oleh karena itu [NAME] berhasil melepaskan diri dari siklus reinkarnasi dan melanjutkan Hukum keabadian lagi. Kisah seperti apa yang akan [NAME] ceritakan dalam hidup ini? Kita akan lihat.
159	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi keluarga pedagang dan dipilih oleh [SCHOOL4] untuk menjadi murid Batin, sehingga berhasil melepaskan diri dari siklus reinkarnasi dan melanjutkan Hukum keabadian lagi. Kisah seperti apa yang akan [NAME] ceritakan dalam hidup ini? Kita akan lihat.
160	Setelah mengumpulkan terlalu banyak kebohongan dalam reinkarnasi sebelumnya, [NAME] dilemparkan ke Neraka yang Menarik Lidah dan mengalami penyiksaan brutal selama seratus tahun.
161	Setelah mengumpulkan terlalu banyak kejahatan dalam reinkarnasi sebelumnya, [NAME] dilemparkan ke Neraka Pilar Perunggu dan mengalami penyiksaan brutal selama seratus tahun.
162	Setelah mengumpulkan terlalu banyak pembunuhan dalam reinkarnasi sebelumnya, [NAME] dilemparkan ke Neraka Gunung Pedang dan mengalami penyiksaan brutal selama seratus tahun.
163	Setelah mengumpulkan terlalu banyak keserakahan dalam reinkarnasi sebelumnya, [NAME] dilemparkan ke Neraka Gunung Terbakar dan mengalami penyiksaan brutal selama seratus tahun.
164	Karena suatu kemalangan yang serius, [NAME] menemukan Gunung Nether yang runtuh, dan direkrut sebagai buruh kontrak. Ketika akhirnya dibebaskan dan diizinkan memasuki kembali siklus reinkarnasi, itu sudah lebih dari seratus tahun.
165	Karena suatu kemalangan yang serius, [NAME] mengalami banjir di Sungai Nether, dan direkrut sebagai buruh kontrak. Ketika akhirnya dibebaskan dan diizinkan memasuki kembali siklus reinkarnasi, itu sudah lebih dari seratus tahun.
166	Karena suatu kemalangan yang serius, [NAME] menemukan proyek renovasi kota hantu yang hanya terjadi sekali dalam satu milenium, dan direkrut sebagai buruh kontrak. Ketika akhirnya dibebaskan dan diizinkan memasuki kembali siklus reinkarnasi, itu sudah lebih dari seratus tahun.
167	Karena kemalangan yang serius, [NAME] menghadapi pemberontakan Dunia Bawah, dan direkrut sebagai prajurit hantu untuk menindas Dunia Bawah. Ketika akhirnya dibebaskan dan diizinkan memasuki kembali siklus reinkarnasi, itu sudah lebih dari seratus tahun.
168	Ditangkap oleh seorang penggarap jahat pada menit terakhir sebelum memasuki siklus reinkarnasi, [NAME] dimasukkan ke dalam artefak untuk meningkatkan kekuatannya. Baru setelah artefak tersebut dihancurkan beberapa dekade kemudian, [NAME] akhirnya memasuki siklus reinkarnasi lagi.
169	Ditangkap oleh makhluk abadi di Alam Fana menggunakan teknik Pengangkutan Hantu, [NAME] ditolak reinkarnasinya pada menit terakhir dan dipaksa menjadi buruh kontrak untuk melakukan pekerjaan renovasi sekte mereka. Baru setelah pekerjaannya selesai beberapa dekade kemudian, [NAME] akhirnya memasuki siklus reinkarnasi lagi.
170	Ditangkap oleh seorang penggarap jahat pada menit terakhir sebelum memasuki siklus reinkarnasi, [NAME] dibawa pergi untuk digunakan dalam mantra sihir. Baru setelah penggarap jahat itu tumbang beberapa dekade kemudian, [NAME] akhirnya bebas dan dapat memasuki siklus reinkarnasi lagi.
171	Ditangkap pada menit terakhir sebelum memasuki siklus reinkarnasi, [NAME] dibawa pergi oleh makhluk abadi di Alam Fana dan diubah menjadi Kapal Penjaga. Baru setelah Kapal tersebut dihancurkan selama invasi besar, [NAME] akhirnya bebas dan memasuki siklus reinkarnasi lagi.
172	Dalam reinkarnasi ini, [NAME] mati karena rencana jahat yang dirancang oleh seseorang dalam bayangan. Tidak dapat berdamai dengan ini, segumpal roh menyimpan dendam dan menjadi hantu. Baru setelah hantu tersebut menyedot seluruh kekuatan hidup musuh, roh jahat tersebut menghilang dan [NAME] memasuki kembali siklus reinkarnasi.
173	Dalam reinkarnasi baru ini, [NAME] meninggal di negeri dengan Fengshui Dire. Karena Fengshui yang buruk, ia menjadi hantu jahat dan merugikan orang selama lebih dari sepuluh tahun hingga ia diusir oleh makhluk abadi. Ia kemudian memasuki siklus reinkarnasi lagi.
174	Dalam reinkarnasi baru ini, [NAME] dibunuh oleh seorang penggarap jahat dan berubah menjadi hantu jahat. Setelah penggarap jahat terbunuh, [NAME] melarikan diri dan berkeliaran menyakiti orang selama lebih dari sepuluh tahun hingga dihalau oleh ahli sihir. Ia kemudian memasuki siklus reinkarnasi lagi.
175	Dalam kehidupan baru ini, [NAME] bereinkarnasi sebagai ular, dan ditangkap oleh sekelompok bandit gunung. Ia dipermainkan dan disiksa selama beberapa bulan hingga mati. Tidak dapat berdamai dengan ini, segumpal roh menyimpan dendam dan menjadi hantu jahat. Ia membunuh semua bandit sebagai balas dendam dan menempatkan dirinya di sekitar wilayah setempat. Baru setelah kesengsaraan guntur melanda, roh jahat itu dihilangkan, dan ia memasuki siklus reinkarnasi lagi.
176	Dalam kehidupan baru ini, [NAME] bereinkarnasi sebagai seekor anjing, menemani tuannya melintasi pegunungan dan hutan. Dalam satu sesi berburu, ia mati saat mencoba menyelamatkan tuannya yang dikepung oleh mangsa berbahaya, sehingga memasuki siklus reinkarnasi lagi.
177	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi sapi, dan diperah seumur hidupnya dan akhirnya disembelih untuk diambil dagingnya setelah menjadi tua. Ia kemudian memasuki siklus reinkarnasi lagi.
178	Dalam kehidupan baru ini, [NAME] bereinkarnasi sebagai ayam, dan dibuat menjadi sup dengan jamur tidak lama kemudian. Ia kemudian memasuki siklus reinkarnasi lagi.
179	Dalam kehidupan baru ini, [NAME] bereinkarnasi sebagai kura-kura. Ia menjalani kehidupan biasa lebih dari lima ratus tahun sebelum akhirnya meninggal dunia, kemudian memasuki siklus reinkarnasi lagi.
180	Dalam kehidupan baru ini, [NAME] bereinkarnasi sebagai kelinci. Ia ditangkap oleh sekelompok bandit gunung dan dijadikan sajian kepala kelinci pedas.
181	Dalam kehidupan baru ini, [NAME] bereinkarnasi sebagai seekor semut, namun mati tenggelam oleh seorang anak kejam yang kencing di dalam sarang semut. Ia kemudian memasuki siklus reinkarnasi lagi.
182	Dalam kehidupan baru ini, [NAME] bereinkarnasi sebagai katak. Suatu hari seorang ahli seni bela diri mengamatinya saat ia bernyanyi, mendapatkan inspirasi darinya, dan menemukan bentuk seni bela diri baru. Sangat gembira dengan kebahagiaan, ahli seni bela diri menggunakan kekuatan batin untuk meledakkan ombak besar di danau untuk merayakannya, yang akhirnya membunuh katak tersebut. Ia kemudian memasuki siklus reinkarnasi lagi.
183	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi burung beo. Karena ia mempelajari banyak kata-kata kotor dan mengumpat sepanjang hari, seseorang mencabut semua bulunya dan ia mati beku.
184	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi keluarga intelektual. Dia telah menjadi orang yang berpengetahuan sejak usia sangat muda, dan berhasil dalam ujian kekaisaran dan karir politik. Dia menjalani kehidupan yang baik dan meninggal dengan damai, sebelum melanjutkan ke siklus reinkarnasi lagi.
185	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi keluarga petani biasa, dan dipilih oleh makhluk abadi untuk menjadi anak abadi di puncak gunung. Namun, tidak semua orang memiliki Takdir Abadi. [NAME] diusir dari gunung abadi karena melakukan beberapa kesalahan, dan menjalani sisa tahun dalam penyesalan.
186	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi keluarga pedagang. Setelah menunjukkan sejumlah kekayaan selama transaksi, [NAME] diikuti dan dibunuh oleh penjahat demi uang, memasuki kembali siklus reinkarnasi.
187	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi putra seorang petani miskin, dan jatuh sakit parah di usia yang sangat muda. Karena tidak mempunyai cukup uang untuk membeli obat-obatan atau dokter, anak tersebut meninggal sebelum waktunya dan memasuki siklus reinkarnasi lagi.
188	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi seorang intelektual. Namun karena kurangnya bakat, [NAME] gagal lulus ujian kekaisaran sepanjang hidupnya dan meninggal dalam depresi, sehingga memasuki kembali siklus reinkarnasi.
189	Dalam kehidupan baru ini, [NAME] bereinkarnasi menjadi seorang gadis yang berakhir di rumah pelacuran dan menjadi pelacur. Setelah menjalani paruh pertama hidupnya dalam kesengsaraan, dia akhirnya bunuh diri dengan melemparkan dirinya ke sungai, kembali ke siklus reinkarnasi.
190	Dalam kehidupan baru ini, [NAME] bereinkarnasi sebagai putri kerajaan yang diutus untuk menikah dengan pemimpin barbar di luar perbatasan demi mencapai perdamaian. Dia hidup dalam kesedihan dan meninggal pada usia yang relatif muda, memasuki kembali siklus reinkarnasi.
191	Dalam kehidupan baru ini, [NAME] bereinkarnasi sebagai putri kerajaan. Dia menikah dengan kanselir di istana kekaisaran dan menjalani kehidupan yang kaya dan berkuasa. Dia meninggal dengan damai, dan memasuki siklus reinkarnasi lagi.
